,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-30,55.315297257446424,55.315297257446424,54.826198071989104,55.023414611816406,7020600.0,0.0,0.0
2013-01-31,54.976078202331045,55.5677277533038,54.976078202331045,55.18117904663086,7016200.0,0.0,0.0
2013-02-01,55.30740694563625,55.646619635096606,55.18118547115278,55.607173919677734,6449800.0,0.0,0.0
2013-02-02,,,,,,,
2013-02-03,,,,,,,
2013-02-04,54.7788838224073,55.141761638087154,54.5343311498828,54.92876434326172,10759300.0,0.0,0.0
2013-02-05,55.11810042654399,56.0647377487816,55.031324636505325,55.82807540893555,10525500.0,0.0,0.0
2013-02-06,55.59929301495589,56.26193774108268,55.45729685670421,56.25404739379883,9757800.0,0.0,0.0
2013-02-07,56.356613510947454,56.514384372233444,55.9306249631882,56.19095230102539,8306900.0,0.0,0.0
2013-02-08,56.167265506304844,56.51436852609644,56.06471507708046,56.388153076171875,5906600.0,0.0,0.0
2013-02-09,,,,,,,
2013-02-10,,,,,,,
2013-02-11,56.20673063514921,56.41183758301826,55.63874586786446,56.3250617980957,6202600.0,0.0,0.0
2013-02-12,56.39605688471981,56.530168745964744,56.08839947220273,56.3250617980957,4762000.0,0.0,0.0
2013-02-13,56.23827994749085,56.56171200484906,56.175169198249925,56.31716537475586,3968600.0,0.0,0.0
2013-02-14,56.08838186342521,56.19093831444893,55.81227991561342,55.86750030517578,6821000.0,0.0,0.0
2013-02-15,54.857760359981036,55.220638116805695,53.74545604614228,54.668434143066406,25683700.0,0.0,0.0
2013-02-16,,,,,,,
2013-02-17,,,,,,,
2013-02-18,,,,,,,
2013-02-19,54.58165196220904,54.78675283203807,54.06888775049403,54.24243927001953,14682300.0,0.0,0.0
2013-02-20,54.210884626774046,55.10230123977547,53.879562277011175,54.59742736816406,11973600.0,0.0,0.0
2013-02-21,55.220632397083804,56.38026664039397,54.99975083046688,55.42573928833008,20413100.0,0.0,0.0
2013-02-22,55.39419385486859,55.6466308360768,55.13386652527414,55.536190032958984,9165200.0,0.0,0.0
2013-02-23,,,,,,,
2013-02-24,,,,,,,
2013-02-25,55.6150714437968,56.27771621463814,55.56774139404297,55.56774139404297,11817600.0,0.0,0.0
2013-02-26,55.76495676595744,56.31716072984022,55.70184602192175,56.09627914428711,10557600.0,0.0,0.0
2013-02-27,55.94638985637263,56.76681143242049,55.67817823538451,56.530155181884766,8819000.0,0.0,0.0
2013-02-28,56.474944076659696,56.70371606051743,55.83596420288086,55.83596420288086,18883600.0,0.0,0.0
2013-03-01,55.83595462297587,56.71948702781189,55.83595462297587,56.593265533447266,8902300.0,0.0,0.0
2013-03-02,,,,,,,
2013-03-03,,,,,,,
2013-03-04,56.41971897995286,57.79235076904297,56.411834649786556,57.79235076904297,10567200.0,0.0,0.0
2013-03-05,57.957988265183424,58.40764166214663,57.57932992210221,58.15520477294922,9142000.0,0.0,0.0
2013-03-06,58.17888370558604,58.47865070240022,57.78445059571766,57.887001037597656,7149600.0,0.0,0.0
2013-03-07,57.97377025698364,58.068436359348354,57.74499835686381,57.839664459228516,6680000.0,0.0,0.0
2013-03-08,58.19696117471114,58.268414287453695,57.831736184909545,57.98258972167969,5744600.0,0.47,0.0
2013-03-09,,,,,,,
2013-03-10,,,,,,,
2013-03-11,58.03021208131153,58.14930663317102,57.80790548178742,57.9428825378418,5148700.0,0.0,0.0
2013-03-12,57.91906250142621,58.6733240067121,57.83172689494678,58.43513488769531,8153400.0,0.0,0.0
2013-03-13,58.66539740930131,58.91152178500896,58.387514072631,58.474849700927734,5326100.0,0.0,0.0
2013-03-14,58.64951438238157,58.752726450887415,58.06198275654343,58.13344192504883,6353200.0,0.0,0.0
2013-03-15,57.9667057434398,58.35574232956459,57.50620999645064,57.56178665161133,17195100.0,0.0,0.0
2013-03-16,,,,,,,
2013-03-17,,,,,,,
2013-03-18,57.395063095736546,57.74440557141724,57.17275645026766,57.363304138183594,5771000.0,0.0,0.0
2013-03-19,57.49826558262566,57.855549252503586,57.31565917887984,57.5220832824707,5752800.0,0.0,0.0
2013-03-20,57.807908664232656,58.26046314029238,57.75233201129202,57.95082092285156,6320300.0,0.0,0.0
2013-03-21,57.855553268554786,58.33192547072535,57.83967076262176,58.06197738647461,5506700.0,0.0,0.0
2013-03-22,58.236661242140215,58.982981690480436,58.18902582880871,58.975040435791016,7323800.0,0.0,0.0
2013-03-23,,,,,,,
2013-03-24,,,,,,,
2013-03-25,58.86390042745927,59.63403875683663,58.84802397188826,59.427608489990234,10438700.0,0.0,0.0
2013-03-26,59.49108761014252,59.61811734403746,59.09410984844596,59.364051818847656,6642400.0,0.0,0.0
2013-03-27,58.998841528857994,59.514913905103285,58.94326487648701,59.37200164794922,5970300.0,0.0,0.0
2013-03-28,59.41964784297843,59.5228659714202,59.05442890998899,59.411712646484375,7368300.0,0.0,0.0
2013-03-29,,,,,,,
2013-03-30,,,,,,,
2013-03-31,,,,,,,
2013-04-01,59.54667939277586,60.285058459542334,59.46728503173245,59.88808059692383,8415400.0,0.0,0.0
2013-04-02,59.98333332171778,60.38031102455536,59.880115242244635,60.35648727416992,6642800.0,0.0,0.0
2013-04-03,60.58676155200718,60.8805273611797,60.118330565452766,60.34063720703125,7453900.0,0.0,0.0
2013-04-04,60.30885728887266,60.80111186513645,60.30885728887266,60.49940490722656,7508200.0,0.0,0.0
2013-04-05,59.98336761368587,60.666170137510676,59.88809072987224,60.65028762817383,5880300.0,0.0,0.0
2013-04-06,,,,,,,
2013-04-07,,,,,,,
2013-04-08,60.42001338791759,61.49185212005374,60.2056480644503,61.36482238769531,8075100.0,0.0,0.0
2013-04-09,61.32514164854574,62.29376865191483,61.1504704109019,62.023826599121094,8669900.0,0.0,0.0
2013-04-10,62.15086044435298,62.23025481464763,61.42836380004883,61.42836380004883,8599000.0,0.0,0.0
2013-04-11,61.42040533974682,62.22230218710782,61.34894618631838,61.76180648803711,7129100.0,0.0,0.0
2013-04-12,61.63476715348091,62.603393893470766,61.59507301042895,62.373146057128906,6336800.0,0.0,0.0
2013-04-13,,,,,,,
2013-04-14,,,,,,,
2013-04-15,62.2778828918141,62.9448027277713,62.2699416392715,62.301700592041016,8545500.0,0.0,0.0
2013-04-16,62.11112919558264,62.611318881391185,61.95233449242223,62.468406677246094,6854400.0,0.0,0.0
2013-04-17,62.34932676271689,62.77806347553671,62.015866894101464,62.33345031738281,7248600.0,0.0,0.0
2013-04-18,62.531947369564996,62.76219523009088,60.8249415466322,61.261619567871094,14218900.0,0.0,0.0
2013-04-19,61.531545996555906,62.27786604120447,61.452151664814394,62.15877151489258,7840500.0,0.0,0.0
2013-04-20,,,,,,,
2013-04-21,,,,,,,
2013-04-22,62.15879735210676,62.27789192792205,61.53157157305451,61.90473175048828,5154900.0,0.0,0.0
2013-04-23,62.0158684514938,62.89715959596625,61.968233056895336,62.793941497802734,6653600.0,0.0,0.0
2013-04-24,62.90510091118949,63.11946624449966,61.86501502133609,61.95235061645508,8083600.0,0.0,0.0
2013-04-25,62.07145048588857,62.58752284930443,61.83326137741951,62.444610595703125,5729100.0,0.0,0.0
2013-04-26,62.38904211147957,62.84159663088993,62.38110085818424,62.7542610168457,5923600.0,0.0,0.0
2013-04-27,,,,,,,
2013-04-28,,,,,,,
2013-04-29,62.786013397248404,62.920984402126614,62.047634410548866,62.238182067871094,6156800.0,0.0,0.0
2013-04-30,62.150874098402134,62.16675661039163,61.42837729537122,61.706260681152344,7965800.0,0.0,0.0
2013-05-01,61.80946247070428,62.452570836142215,61.68243268299225,61.976192474365234,6260300.0,0.0,0.0
2013-05-02,61.85708642754463,62.31757609219876,61.7697508231066,62.293758392333984,4519600.0,0.0,0.0
2013-05-03,62.65898315227159,62.992443096550765,62.643106703335064,62.920989990234375,5604100.0,0.0,0.0
2013-05-04,,,,,,,
2013-05-05,,,,,,,
2013-05-06,62.801897426649084,62.849538889781854,62.53989058032426,62.58753204345703,4805700.0,0.0,0.0
2013-05-07,62.801897426649084,62.83365638293708,62.53989058032426,62.58753204345703,6571100.0,0.0,0.0
2013-05-08,62.7472686904182,62.82714534575156,62.12426977871081,62.49966812133789,8008500.0,0.47,0.0
2013-05-09,62.547596168736625,63.06676401725196,62.220125001778094,62.619483947753906,6516800.0,0.0,0.0
2013-05-10,62.6753775904047,63.026815321089494,62.523619280566756,63.01083755493164,5831200.0,0.0,0.0
2013-05-11,,,,,,,
2013-05-12,,,,,,,
2013-05-13,62.93895091449065,63.05077089382941,62.236075508667774,62.69933319091797,7713900.0,0.0,0.0
2013-05-14,62.28402206773027,62.986891598275804,62.03641538475292,62.92299270629883,10013700.0,0.0,0.0
2013-05-15,62.938971198629275,63.865480767995784,62.81916229823061,63.78561019897461,8001100.0,0.0,0.0
2013-05-16,62.37984492406501,62.98687202171245,61.77281782641758,62.69933319091797,12128600.0,0.0,0.0
2013-05-17,62.53959676475856,62.77121952941216,61.82074963420445,62.19614791870117,10669300.0,0.0,0.0
2013-05-18,,,,,,,
2013-05-19,,,,,,,
2013-05-20,62.20415146541274,62.2201292368303,61.78882081457108,61.820770263671875,5582600.0,0.0,0.0
2013-05-21,61.99647096902428,62.44375093753228,61.70094322198433,61.81276321411133,7484300.0,0.0,0.0
2013-05-22,61.65301671128323,62.14023496020667,61.301578998949736,61.52521896362305,9031300.0,0.0,0.0
2013-05-23,61.36549587033897,61.45335532419017,60.90223803980239,60.96613693237305,8048200.0,0.0,0.0
2013-05-24,60.95813064038813,61.828736045288515,60.82235010274882,61.74885940551758,7589600.0,0.0,0.0
2013-05-25,,,,,,,
2013-05-26,,,,,,,
2013-05-27,,,,,,,
2013-05-28,61.9166152432753,62.33195200613754,61.54920570304153,61.756874084472656,6059200.0,0.0,0.0
2013-05-29,61.54121319873245,61.54121319873245,60.75047813436394,60.88626480102539,5882300.0,0.0,0.0
2013-05-30,61.0939376041026,61.13387594126333,60.39106796371051,60.407039642333984,6228000.0,0.0,0.0
2013-05-31,60.191375805203236,60.40702693680263,59.76006744827104,59.776039123535156,9745700.0,0.0,0.0
2013-06-01,,,,,,,
2013-06-02,,,,,,,
2013-06-03,59.95175612593442,60.54281168550051,59.61629611238603,60.454952239990234,8440500.0,0.0,0.0
2013-06-04,60.518853521452556,61.00607193535546,60.2792418040516,60.654640197753906,9344000.0,0.0,0.0
2013-06-05,60.478913973336205,60.6626156584369,59.959746174440035,60.103515625,6778600.0,0.0,0.0
2013-06-06,60.11950067723389,60.49489910909983,59.77605169634958,60.407039642333984,9425100.0,0.0,0.0
2013-06-07,61.00606916992936,61.39744531662429,60.85431691724129,60.96613693237305,8347200.0,0.0,0.0
2013-06-08,,,,,,,
2013-06-09,,,,,,,
2013-06-10,60.926165030153456,61.22169267515369,60.430964119926024,60.502845764160156,6731500.0,0.0,0.0
2013-06-11,60.23929619115849,60.56677342055248,59.89584728669487,60.103515625,6006400.0,0.0,0.0
2013-06-12,60.279235253489425,60.470925825325935,59.62428688045907,59.776039123535156,4731100.0,0.0,0.0
2013-06-13,59.7280973872263,60.16739447702188,59.55237855130807,59.90381622314453,7239500.0,0.0,0.0
2013-06-14,59.7760554651958,60.11950446773437,59.74411210593484,59.80002212524414,6351500.0,0.0,0.0
2013-06-15,,,,,,,
2013-06-16,,,,,,,
2013-06-17,59.90383374291494,60.263254307879194,59.51246373537316,59.863895416259766,6480600.0,0.0,0.0
2013-06-18,59.903810999766975,60.606680188421166,59.74406994125991,60.48687744140625,6739700.0,0.0,0.0
2013-06-19,60.494864956097985,60.67058379042579,59.37665917797386,59.47250747680664,8329100.0,0.0,0.0
2013-06-20,59.504484345689825,59.632282136391034,58.314396365021565,58.33036804199219,9069700.0,0.0,0.0
2013-06-21,58.72172409220263,59.2648523855431,58.506072989048484,58.713741302490234,14564500.0,0.0,0.0
2013-06-22,,,,,,,
2013-06-23,,,,,,,
2013-06-24,58.34634140759916,59.73610876101131,58.22653251129576,59.264862060546875,9697300.0,0.0,0.0
2013-06-25,59.32078098177908,59.70416828882341,58.977332010749514,59.400657653808594,7217800.0,0.0,0.0
2013-06-26,59.60033900083738,60.047619128193816,59.5364400987194,59.91183853149414,5478400.0,0.0,0.0
2013-06-27,60.28720336360929,60.79039322643585,60.095506764096136,60.11148452758789,7087800.0,0.0,0.0
2013-06-28,59.99170542831281,60.431002736229225,59.464548658813115,59.496498107910156,14548300.0,0.0,0.0
2013-06-29,,,,,,,
2013-06-30,,,,,,,
2013-07-01,59.89585480968116,60.12748373655025,59.1849963519982,59.57636642456055,6697700.0,0.0,0.0
2013-07-02,59.352703358689965,60.44694867277921,59.27283281682713,59.67219161987305,6726400.0,0.0,0.0
2013-07-03,59.43259673689605,59.99968566572668,59.177001180961,59.7121467590332,2316400.0,0.0,0.0
2013-07-04,,,,,,,
2013-07-05,60.02363498041538,60.111494412874485,59.43258560238052,60.071556091308594,5443900.0,0.0,0.0
2013-07-06,,,,,,,
2013-07-07,,,,,,,
2013-07-08,60.44699362275571,61.31759353580561,60.44699362275571,61.26967239379883,6713400.0,0.0,0.0
2013-07-09,61.46930897245472,61.85269612170326,61.29359011628797,61.52521896362305,5273100.0,0.0,0.0
2013-07-10,61.46931278520351,61.90062106971132,61.061965056435184,61.31755447387695,5144300.0,0.0,0.0
2013-07-11,61.86070135378384,62.100319170714364,61.764859101999,62.00447082519531,4680700.0,0.0,0.0
2013-07-12,61.98849914780924,62.036420273701665,61.764859101999,62.00447082519531,4457700.0,0.0,0.0
2013-07-13,,,,,,,
2013-07-14,,,,,,,
2013-07-15,61.740876139366605,61.740876139366605,61.261640679372924,61.52521896362305,4887200.0,0.0,0.0
2013-07-16,61.48531063631401,61.86070295507887,61.421411737647254,61.796810150146484,4707600.0,0.0,0.0
2013-07-17,61.996488350444594,62.13226893699036,61.573162725871036,61.6610221862793,5351300.0,0.0,0.0
2013-07-18,61.676996345866506,61.94057471165696,61.50926632047274,61.7728385925293,4149900.0,0.0,0.0
2013-07-19,61.860706804508965,62.435784740826634,61.7728473368085,62.3639030456543,6825900.0,0.0,0.0
2013-07-20,,,,,,,
2013-07-21,,,,,,,
2013-07-22,62.21211959105468,62.499658443276324,62.08432793102968,62.19614791870117,4158200.0,0.0,0.0
2013-07-23,62.26804163903722,62.803181125593156,62.140249954273685,62.739288330078125,5252900.0,0.0,0.0
2013-07-24,62.843093535451025,62.85108241674548,62.07632546191946,62.483673095703125,4930000.0,0.0,0.0
2013-07-25,62.33991757820738,62.66738865940498,62.00445152020463,62.30796813964844,5920200.0,0.0,0.0
2013-07-26,62.24406635744135,62.323936903244785,61.58112924918197,62.29997634887695,5349100.0,0.0,0.0
2013-07-27,,,,,,,
2013-07-28,,,,,,,
2013-07-29,62.16419290953227,62.49965284248513,62.12425459162903,62.29198455810547,3465000.0,0.0,0.0
2013-07-30,62.467724793323015,62.58753369431867,62.052394176103085,62.212135314941406,4533700.0,0.0,0.0
2013-07-31,62.23608216991814,62.683368228878926,62.08432994956283,62.25205993652344,6040800.0,0.0,0.0
2013-08-01,62.63546060550465,62.83514009437229,62.387859989303784,62.4757194519043,5168700.0,0.0,0.0
2013-08-02,62.49965470329164,62.89901351928712,62.299975295293905,62.89901351928711,6123900.0,0.0,0.0
2013-08-03,,,,,,,
2013-08-04,,,,,,,
2013-08-05,62.795198115770994,63.09870869804285,62.643439777768336,62.915000915527344,3906100.0,0.0,0.0
2013-08-06,62.747258974015736,62.75524785705864,61.94854129422946,62.19614791870117,6700900.0,0.0,0.0
2013-08-07,62.00331717055395,62.3809890254912,61.569389663442216,62.17206573486328,5819700.0,0.47,0.0
2013-08-08,62.28454045427648,62.589894004150295,61.818469669677775,62.07561111450195,4474700.0,0.0,0.0
2013-08-09,62.043468984892336,62.13186193318391,61.68989719172603,61.79436492919922,5764600.0,0.0,0.0
2013-08-10,,,,,,,
2013-08-11,,,,,,,
2013-08-12,61.521155698786934,62.18811851888778,61.464906191714356,61.93901443481445,5787000.0,0.0,0.0
2013-08-13,62.01134932949089,62.07563624941112,61.24796208033707,61.762245178222656,6381000.0,0.0,0.0
2013-08-14,61.722037718804586,62.05150344334466,61.25597307709896,61.392578125,6820100.0,0.0,0.0
2013-08-15,59.83368134978441,60.33189579016998,59.48814681370405,59.79350662231445,13221500.0,0.0,0.0
2013-08-16,59.56043988991115,59.865793407610205,59.22293679791905,59.55240249633789,7254500.0,0.0,0.0
2013-08-17,,,,,,,
2013-08-18,,,,,,,
2013-08-19,59.3675849031367,59.40776574410865,58.82919596623177,59.12651824951172,5364900.0,0.0,0.0
2013-08-20,59.10243650043846,59.15868602248793,58.82118275945301,58.84529495239258,6663100.0,0.0,0.0
2013-08-21,58.789018436595164,59.568473989744,58.60419516001774,59.10240936279297,8077900.0,0.0,0.0
2013-08-22,59.3113301724251,59.48811604793067,58.85329682713115,59.03008270263672,3947400.0,0.0,0.0
2013-08-23,59.182794287762086,59.26314987500425,58.6845798376793,59.01404571533203,5474100.0,0.0,0.0
2013-08-24,,,,,,,
2013-08-25,,,,,,,
2013-08-26,59.17473959195483,59.26313255130384,58.68456268310547,58.68456268310547,5348200.0,0.0,0.0
2013-08-27,58.40331971036348,58.7488541791759,58.26671462823084,58.5479621887207,5787600.0,0.0,0.0
2013-08-28,58.38723939422657,58.54795050221707,58.07384231139425,58.162235260009766,5608600.0,0.0,0.0
2013-08-29,58.13812857152064,58.56401852070332,58.04170436007443,58.202415466308594,4088200.0,0.0,0.0
2013-08-30,58.37116622873959,58.71670063819336,58.32295412114844,58.64438247680664,6066200.0,0.0,0.0
2013-08-31,,,,,,,
2013-09-01,,,,,,,
2013-09-02,,,,,,,
2013-09-03,59.04616171413371,59.126517264002686,58.290806057747275,58.40330505371094,7157000.0,0.0,0.0
2013-09-04,58.419380122424634,58.75688327808922,58.218488160338254,58.588134765625,4667500.0,0.0,0.0
2013-09-05,58.531868710397475,59.04615768205781,58.35508896505165,58.395263671875,4680500.0,0.0,0.0
2013-09-06,58.419398077379654,58.78904479627575,58.00958276289846,58.33100509643555,5790200.0,0.0,0.0
2013-09-07,,,,,,,
2013-09-08,,,,,,,
2013-09-09,58.53991662942733,59.18277336153592,58.41938022581495,59.070274353027344,5523000.0,0.0,0.0
2013-09-10,59.19082565784273,59.63278440803572,59.1185013451733,59.43189239501953,6845300.0,0.0,0.0
2013-09-11,59.46402295020689,59.65687752425003,59.19081281454048,59.50420379638672,5335800.0,0.0,0.0
2013-09-12,59.60868050249215,59.881890707317744,59.27921464647996,59.391719818115234,5261800.0,0.0,0.0
2013-09-13,59.56846882319308,59.785435526041255,59.447938577982704,59.753292083740234,4020400.0,0.0,0.0
2013-09-14,,,,,,,
2013-09-15,,,,,,,
2013-09-16,60.18723158550617,60.420266991477725,60.01848307719629,60.09080123901367,4200600.0,0.0,0.0
2013-09-17,60.139000970014976,60.64525252149178,60.098826265296566,60.38811111450195,4291800.0,0.0,0.0
2013-09-18,60.39615843664615,61.49704239252068,60.187229093265096,61.40864944458008,6881700.0,0.0,0.0
2013-09-19,61.47294172778307,61.49704778283695,60.7658042130122,61.239906311035156,7109500.0,0.0,0.0
2013-09-20,61.32829776698282,61.43275937990717,60.93455123901367,60.93455123901367,8847600.0,0.0,0.0
2013-09-21,,,,,,,
2013-09-22,,,,,,,
2013-09-23,60.58097559635051,61.41668683913897,60.42829575341023,61.40864944458008,5604700.0,0.0,0.0
2013-09-24,61.39256321611044,61.65774198404011,60.82203098042582,60.870243072509766,6874800.0,0.0,0.0
2013-09-25,60.998832869601856,61.02293892198419,59.11044368984417,59.98633575439453,14972300.0,0.0,0.0
2013-09-26,60.09081745514204,60.25153474266743,59.64082131154624,59.962249755859375,5078100.0,0.0,0.0
2013-09-27,59.76936073952337,59.833647624125405,59.52025672510893,59.753292083740234,4214600.0,0.0,0.0
2013-09-28,,,,,,,
2013-09-29,,,,,,,
2013-09-30,59.68903392645074,59.94617545788195,59.25510644264726,59.43189239501953,6752500.0,0.0,0.0
2013-10-01,59.359559967048156,59.37562862670845,58.917595192187115,59.13455581665039,5675500.0,0.0,0.0
2013-10-02,58.973831053609764,59.239009857177734,58.692583594098956,59.239009857177734,7376100.0,0.0,0.0
2013-10-03,59.08635585719243,59.08635585719243,58.62028493163206,58.789039611816406,7179600.0,0.0,0.0
2013-10-04,58.6684929352573,58.96580912870558,58.491707019835935,58.4997444152832,5747700.0,0.0,0.0
2013-10-05,,,,,,,
2013-10-06,,,,,,,
2013-10-07,58.19438865000664,58.19438865000664,57.46314501376363,57.7524299621582,6886400.0,0.0,0.0
2013-10-08,57.736344748154245,58.81312877963806,57.696170036912804,58.58009338378906,9224200.0,0.0,0.0
2013-10-09,58.52386014896672,58.93367542350212,58.31493074794209,58.660465240478516,6467400.0,0.0,0.0
2013-10-10,59.04616316167322,60.16312188522047,58.87740853285517,60.09883499145508,7680200.0,0.0,0.0
2013-10-11,59.95419156814601,60.13097745775008,59.32740969099378,60.12294006347656,6529200.0,0.0,0.0
2013-10-12,,,,,,,
2013-10-13,,,,,,,
2013-10-14,59.73724358547821,60.03456595955265,59.26314139705574,60.010459899902344,5904000.0,0.0,0.0
2013-10-15,59.80956847352658,60.564924380473414,59.45599657993657,59.761356353759766,8993300.0,0.0,0.0
2013-10-16,60.11490225999515,60.76579631553721,59.92204771389237,60.74972152709961,5914500.0,0.0,0.0
2013-10-17,60.6613242189263,61.16757579578769,57.607770624152046,60.89435958862305,6395100.0,0.0,0.0
2013-10-18,60.910428522391705,61.014890106740395,60.65328712721961,60.838104248046875,6788500.0,0.0,0.0
2013-10-19,,,,,,,
2013-10-20,,,,,,,
2013-10-21,60.84614443728803,60.926499977459585,60.12293231427456,60.38811111450195,5364100.0,0.0,0.0
2013-10-22,60.613125551937216,61.46490554456412,60.43633963707433,61.32830047607422,6948500.0,0.0,0.0
2013-10-23,61.21579313079404,61.352398180690095,60.9184708480183,60.99079513549805,5870100.0,0.0,0.0
2013-10-24,61.09525849487637,61.48097373413864,60.92650999355405,61.40864944458008,5864300.0,0.0,0.0
2013-10-25,61.36846856993942,61.68185948816885,60.89436043035186,61.135433197021484,6458800.0,0.0,0.0
2013-10-26,,,,,,,
2013-10-27,,,,,,,
2013-10-28,61.19971267366255,62.043454993350274,61.11131974530464,61.987205505371094,7032400.0,0.0,0.0
2013-10-29,62.075630632940765,62.38098427882693,61.67384661589908,61.922950744628906,7437600.0,0.0,0.0
2013-10-30,62.091688929426624,62.3006183000125,61.521156456170594,61.80241012573242,4646000.0,0.0,0.0
2013-10-31,61.77831265799692,61.995279475881986,61.553314573329445,61.673851013183594,4612400.0,0.0,0.0
2013-11-01,61.850621305042864,62.19615574202721,61.545261584006745,61.93097686767578,5116100.0,0.0,0.0
2013-11-02,,,,,,,
2013-11-03,,,,,,,
2013-11-04,62.05152630433115,62.397060813858346,62.035451509987894,62.13991928100586,4704100.0,0.0,0.0
2013-11-05,61.72203480766892,62.36489143800756,61.64971665539179,62.21221160888672,5085500.0,0.0,0.0
2013-11-06,62.38899182236045,62.903274627628164,62.11578176425838,62.80685043334961,4829200.0,0.0,0.0
2013-11-07,62.83096073830124,62.855066788503905,62.06756774105164,62.2845344543457,8347600.0,0.0,0.0
2013-11-08,62.2684670205403,62.64614486694336,61.70597201360113,62.64614486694336,5793800.0,0.0,0.0
2013-11-09,,,,,,,
2013-11-10,,,,,,,
2013-11-11,62.565786893103336,63.538103156480055,62.509537394585195,63.489891052246094,7450500.0,0.0,0.0
2013-11-12,63.361324082379916,63.45775443195634,62.879184595970194,63.24882507324219,5266100.0,0.0,0.0
2013-11-13,63.015793043020984,63.47382649931163,62.95954353543218,63.40150833129883,8286700.0,0.0,0.0
2013-11-14,62.47738468982768,63.90773412367405,62.421135199645,63.5461311340332,9302100.0,0.0,0.0
2013-11-15,63.42561021926139,63.71489513377515,63.2809677620045,63.65864562988281,5911100.0,0.0,0.0
2013-11-16,,,,,,,
2013-11-17,,,,,,,
2013-11-18,63.6666830249349,63.73900118819528,63.40954155989334,63.65864562988281,5962700.0,0.0,0.0
2013-11-19,63.7229353629129,63.76311007848785,63.385432193812264,63.68275451660156,4455000.0,0.0,0.0
2013-11-20,63.73096798125135,63.79525488442041,63.07204255060978,63.40150833129883,4511300.0,0.0,0.0
2013-11-21,63.27291248279458,63.64255285114156,63.12023880437512,63.36934280395508,3841000.0,0.0,0.0
2013-11-22,63.377409355199354,64.18097734236981,63.28097898967351,64.13275909423828,4812100.0,0.0,0.0
2013-11-23,,,,,,,
2013-11-24,,,,,,,
2013-11-25,64.33365145193157,64.74347284429396,64.21312115776962,64.63097381591797,5670400.0,0.0,0.0
2013-11-26,64.6389859889961,64.83184051513672,64.37380718384347,64.83184051513672,5537800.0,0.0,0.0
2013-11-27,64.72737660287206,65.08897959276021,64.59076544313388,65.03273010253906,4813300.0,0.0,0.0
2013-11-28,,,,,,,
2013-11-29,65.2255830135944,65.37022543213035,64.94433556942296,65.09701538085938,3447200.0,0.0,0.0
2013-11-30,,,,,,,
2013-12-01,,,,,,,
2013-12-02,65.0006127469308,65.31400376546655,64.58276009912885,65.17739868164062,6178400.0,0.0,0.0
2013-12-03,65.25775909423828,65.3541894650717,64.84793768161819,65.25775909423828,7506400.0,0.0,0.0
2013-12-04,65.17692505285062,65.76694705735596,64.58690921476988,64.83746337890625,7641200.0,0.47,0.0
2013-12-05,64.43333137090187,64.4737399454984,63.74632393852388,64.20702362060547,6450000.0,0.0,0.0
2013-12-06,64.42526106258936,64.8455522605789,64.36868411283211,64.61116027832031,5088100.0,0.0,0.0
