date,Open,Close,Close_pred
16/01/2022,341.081665,346.6866608,338.23798
17/01/2022,341.6425018,345.0949936,336.38077
18/01/2022,342.2033386,343.5033264,335.1547
19/01/2022,347.2366638,331.8833313,334.30392
20/01/2022,336.5766602,332.0899963,334.08487
21/01/2022,332.1133423,314.6333313,325.1116
22/01/2022,321.9377848,313.0888875,324.13208
23/01/2022,311.7622274,311.5444438,314.22812
24/01/2022,301.5866699,310,310.97116
25/01/2022,304.7333374,306.1333313,309.51355
26/01/2022,317.4766541,312.4700012,305.0157
27/01/2022,311.1199951,276.3666687,306.03943
28/01/2022,277.186676,282.1166687,309.087
29/01/2022,281.7588908,292.1577759,287.51202
30/01/2022,286.3311056,302.1988831,284.44104
31/01/2022,290.9033203,312.2399902,291.64893
01/02/2022,311.7366638,310.4166565,294.95312
02/02/2022,309.3933411,301.8866577,298.68674
03/02/2022,294,297.0466614,301.02454
04/02/2022,299.0733337,307.7733459,297.35806
05/02/2022,302.0255534,305.9977824,294.09195
06/02/2022,304.977773,304.2222188,297.59985
07/02/2022,307.9299927,302.4466553,296.5847
08/02/2022,301.8433228,307.3333435,296.24887
09/02/2022,311.6666565,310.6666565,296.40393
10/02/2022,302.7900085,301.5166626,297.60892
11/02/2022,303.2099915,286.6666565,304.08344
12/02/2022,297.8699951,288.4177755,296.18866
13/02/2022,292.5299988,290.1688944,287.1308
14/02/2022,287.1900024,291.9200134,286.48526
15/02/2022,300,307.4766541,287.19583
16/02/2022,304.6833191,307.7966614,288.64343
17/02/2022,304.4200134,292.1166687,299.6632
18/02/2022,295.3333435,285.6600037,299.57693
19/02/2022,291.0108414,282.7058334,289.851
20/02/2022,286.6883392,279.7516632,282.81784
21/02/2022,282.3658371,276.797493,280.45438
22/02/2022,278.043335,273.8433228,278.31604
23/02/2022,276.8099976,254.6799927,276.11346
24/02/2022,233.4633331,266.9233398,273.72787
25/02/2022,269.7433472,269.956665,263.91907
26/02/2022,270.3855693,276.685557,266.86298
27/02/2022,271.0277913,283.4144491,270.57162
28/02/2022,271.6700134,290.1433411,272.51212
01/03/2022,289.8933411,288.1233215,274.4807
02/03/2022,290.7099915,293.2966614,276.85504
03/03/2022,292.9233398,279.7633362,279.27408
04/03/2022,283.0333252,279.4299927,283.7423
05/03/2022,283.8333232,275.6844381,278.63678
06/03/2022,284.6333211,271.9388835,276.11243
07/03/2022,285.4333191,268.1933289,273.8717
08/03/2022,265.1766663,274.7999878,272.25275
09/03/2022,279.8266602,286.3233337,271.04898
10/03/2022,283.8166809,279.4333191,271.20193
11/03/2022,280.0666809,265.1166687,279.2072
12/03/2022,273.4455668,261.8966675,273.71683
13/03/2022,266.8244527,258.6766663,265.1596
14/03/2022,260.2033386,255.456665,262.94342
15/03/2022,258.4233398,267.2966614,261.58847
16/03/2022,269.6666565,280.0766602,259.47632
17/03/2022,276.9966736,290.5333252,265.0564
18/03/2022,291.4966736,301.7966614,272.02686
19/03/2022,295.9955648,303.5488892,281.055
20/03/2022,300.494456,305.3011169,285.2819
21/03/2022,304.9933472,307.0533447,287.70325
22/03/2022,310,331.3266602,290.54776
23/03/2022,326.6466675,333.0366821,293.70932
24/03/2022,336.5766602,337.9733276,305.9554
25/03/2022,336,336.8800049,311.72635
26/03/2022,342.3444417,345.9022217,320.03348
27/03/2022,348.6888835,354.9244385,323.35657
28/03/2022,355.0333252,363.9466553,329.82315
29/03/2022,369.3299866,366.5233459,335.64972
30/03/2022,363.7233276,364.6633301,342.1627
31/03/2022,364.8566589,359.2000122,349.17358
01/04/2022,360.3833313,361.5299988,352.15375
02/04/2022,361.2977804,368.2922262,351.7797
03/04/2022,362.2122294,375.0544535,353.1604
04/04/2022,363.1266785,381.8166809,356.5603
05/04/2022,378.7666626,363.7533264,358.9436
06/04/2022,357.8233337,348.5866699,361.8631
07/04/2022,350.7966614,352.4200134,348.3024
08/04/2022,347.7366638,341.8299866,339.50818
09/04/2022,340.7577718,336.3233236,342.06082
10/04/2022,333.7788798,330.8166606,332.0713
11/04/2022,326.7999878,325.3099976,329.3441
12/04/2022,332.5466614,328.9833374,325.67307
13/04/2022,327.0266724,340.7900085,321.5103
14/04/2022,333.0966797,328.3333435,321.84006
15/04/2022,332.2416763,329.9408417,329.0092
16/04/2022,331.386673,331.5483398,319.2746
17/04/2022,330.5316696,333.155838,319.55637
18/04/2022,329.6766663,334.7633362,319.49496
19/04/2022,335.019989,342.7166748,319.62347
20/04/2022,343.3333435,325.7333374,319.7937
21/04/2022,358.2433472,336.2600098,329.839
22/04/2022,338.3033447,335.0166626,315.09363
23/04/2022,334.3100077,334.235555,327.48428
24/04/2022,330.3166707,333.4544474,326.4269
25/04/2022,326.3233337,332.6733398,325.80435
26/04/2022,331.8099976,292.1400146,324.53668
27/04/2022,299.5266724,293.8366699,323.04608
28/04/2022,299.9933472,292.5033264,303.53333
29/04/2022,300.75,290.2533264,299.9781
30/04/2022,296.1411133,293.8288879,297.27972
01/05/2022,291.5322266,297.4044495,294.5149
02/05/2022,286.9233398,300.980011,296.29175
03/05/2022,301.0599976,303.0833435,295.6889
04/05/2022,301.313324,317.5400085,294.73483
05/05/2022,313.0066528,291.0933228,296.63742
06/05/2022,295.6666565,288.5499878,301.6782
07/05/2022,290.049998,279.8233236,292.98654
08/05/2022,284.4333394,271.0966593,288.98514
09/05/2022,278.8166809,262.3699951,280.85605
10/05/2022,273.1033325,266.6799927,275.76114
11/05/2022,265,244.6666718,268.51025
12/05/2022,233.6666718,242.6666718,270.74097
13/05/2022,257.8266602,256.5299988,259.89276
14/05/2022,257.1244405,251.5055542,252.14195
15/05/2022,256.4222209,246.4811096,260.96085
16/05/2022,255.7200012,241.456665,258.89752
17/05/2022,249.1199951,253.8699951,255.0726
18/05/2022,248.1733398,236.6033325,247.5226
19/05/2022,235.6666718,236.4733276,252.89784
20/05/2022,237.9966736,221.3000031,245.60187
21/05/2022,231.4444478,222.5222219,241.59207
22/05/2022,224.8922221,223.7444407,232.13022
23/05/2022,218.3399963,224.9666595,229.4419
24/05/2022,217.843338,209.386673,228.47797
25/05/2022,207.9499969,219.6000061,230.54143
26/05/2022,220.4733276,235.9100037,221.4688
27/05/2022,241.0833282,253.2100067,223.61076
28/05/2022,245.29916,253.0958366,229.36726
29/05/2022,249.5149918,252.9816666,240.57625
30/05/2022,253.7308235,252.8674965,243.24272
31/05/2022,257.9466553,252.7533264,243.87709
01/06/2022,251.7200012,246.7899933,243.92326
02/06/2022,244.156662,258.3333435,244.55556
03/06/2022,243.2266693,234.5166626,242.09953
04/06/2022,243.6022237,235.771108,246.588
05/06/2022,243.9777781,237.0255534,237.58246
06/06/2022,244.3533325,238.2799988,236.87894
07/06/2022,234,238.886673,237.59381
08/06/2022,240.0866699,241.8666687,238.56572
09/06/2022,249.3399963,239.706665,237.72699
10/06/2022,235.156662,232.2299957,239.08998
11/06/2022,231.1599986,226.7322184,238.5196
12/06/2022,227.1633352,221.2344411,233.04408
13/06/2022,223.1666718,215.7366638,229.92041
14/06/2022,218.2866669,220.8899994,226.77945
15/06/2022,220.9166718,233,223.38612
16/06/2022,222.7366638,213.1000061,223.38321
17/06/2022,213.4333344,216.7599945,228.38455
18/06/2022,216.2258339,221.8291626,221.04631
19/06/2022,219.0183334,226.8983307,219.59756
20/06/2022,221.810833,231.9674988,221.867
21/06/2022,224.6033325,237.0366669,224.22476
22/06/2022,234.5033264,236.0866699,226.85147
23/06/2022,237.906662,235.0700073,229.66608
24/06/2022,237.4700012,245.706665,231.98106
25/06/2022,241.435557,245.4444427,232.51956
26/06/2022,245.4011129,245.1822205,238.41818
27/06/2022,249.3666687,244.9199982,239.17468
28/06/2022,244.4833374,232.6633301,239.45108
29/06/2022,230.5,228.4900055,240.19405
30/06/2022,224.5099945,224.4733276,234.36841
01/07/2022,227,227.2633362,229.75925
02/07/2022,226,228.7141685,225.59795
03/07/2022,225,230.1650009,226.00644
04/07/2022,224,231.6158333,226.34392
05/07/2022,223,233.0666656,226.8356
06/07/2022,230.7799988,231.7333374,227.20595
07/07/2022,233.9199982,244.543335,227.28094
08/07/2022,242.3333282,250.7633362,227.7258
09/07/2022,245.5899963,245.2900035,233.933
10/07/2022,248.8466644,239.8166707,240.04358
11/07/2022,252.1033325,234.343338,238.23642
12/07/2022,236.8466644,233.0700073,236.73029
13/07/2022,225.5,237.0399933,235.35985
14/07/2022,234.8966675,238.3133392,233.54456
15/07/2022,240,240.0666656,233.69946
16/07/2022,241.6455536,240.2266642,234.65323
17/07/2022,243.2911072,240.3866628,236.65306
18/07/2022,244.9366608,240.5466614,237.50836
19/07/2022,245,245.5299988,238.17613
20/07/2022,246.7833405,247.5,238.91743
21/07/2022,255.1066742,271.706665,240.4664
22/07/2022,276.2200012,272.2433472,242.4366
23/07/2022,274.8855591,270.9733378,255.47679
24/07/2022,273.5511169,269.7033285,262.53052
25/07/2022,272.2166748,268.4333191,265.97507
26/07/2022,266.5133362,258.8599854,267.67993
27/07/2022,263.8099976,274.8200073,264.0866
28/07/2022,280.0666809,280.8999939,259.09338
29/07/2022,280.7000122,297.1499939,266.09882
30/07/2022,287.5588989,297.1922201,273.6409
31/07/2022,294.4177856,297.2344462,279.884
01/08/2022,301.2766724,297.2766724,283.24463
02/08/2022,294.0033264,300.5866699,286.86475
03/08/2022,305,307.3966675,290.78705
04/08/2022,311,308.6333313,294.3846
05/08/2022,302.6700134,288.1700134,300.11392
06/08/2022,300.1133423,288.9211222,303.32544
07/08/2022,297.5566711,289.672231,285.94656
08/08/2022,295,290.4233398,287.07648
09/08/2022,290.293335,283.3333435,288.32755
10/08/2022,297.0666809,294.3566589,289.1552
11/08/2022,296.5133362,286.6300049,283.63846
12/08/2022,289.4166565,300.0299988,287.2104
13/08/2022,293.5399984,303.1266683,283.60596
14/08/2022,297.6633403,306.2233378,290.39325
15/08/2022,301.7866821,309.3200073,292.39093
16/08/2022,311.6666565,306.563324,294.5777
17/08/2022,303.3966675,303.9966736,299.4565
18/08/2022,306,302.8699951,296.7851
19/08/2022,299,296.6666565,295.81403
20/08/2022,296.6377767,294.4155477,296.2732
21/08/2022,294.2755534,292.1644389,291.07492
22/08/2022,291.9133301,289.9133301,289.303
23/08/2022,291.4533386,296.4533386,287.66724
24/08/2022,297.563324,297.0966797,286.01328
25/08/2022,302.3599854,296.0700073,289.2038
26/08/2022,297.4299927,288.0899963,291.2334
27/08/2022,292.563324,287,291.31693
28/08/2022,287.6966553,285.9100037,283.44363
29/08/2022,282.8299866,284.8200073,282.63968
30/08/2022,287.8699951,277.7000122,281.79117
31/08/2022,280.6199951,275.6099854,280.38052
01/09/2022,272.5799866,277.1600037,276.9195
02/09/2022,281.0700073,270.2099915,273.4184
03/09/2022,278.9725037,271.2624969,274.76483
04/09/2022,276.875,272.3150024,269.13425
05/09/2022,274.7774963,273.3675079,268.56012
06/09/2022,272.6799927,274.4200134,268.3659
07/09/2022,273.1000061,283.7000122,268.1889
08/09/2022,281.2999878,289.2600098,269.95334
09/09/2022,291.6700134,299.6799927,276.2527
10/09/2022,294.686676,301.2599996,280.74606
11/09/2022,297.7033386,302.8400065,290.58096
12/09/2022,300.7200012,304.4200134,291.36472
13/09/2022,292.8999939,292.1300049,292.1641
14/09/2022,292.2399902,302.6099854,293.3832
15/09/2022,301.8299866,303.75,283.45084
16/09/2022,299.6099854,303.3500061,290.9734
17/09/2022,299.769989,305.2566732,293.54907
18/09/2022,299.9299927,307.1633403,293.22635
19/09/2022,300.0899963,309.0700073,295.03152
20/09/2022,306.9100037,308.730011,296.69287
21/09/2022,308.2900085,300.7999878,297.95255
22/09/2022,299.8599854,288.5899963,298.64047
23/09/2022,283.0899963,275.3299866,292.62323
24/09/2022,279.3366597,275.556661,281.19537
25/09/2022,275.5833232,275.7833354,275.66174
26/09/2022,271.8299866,276.0100098,274.43765
27/09/2022,283.8399963,282.9400024,273.6926
28/09/2022,283.0799866,287.8099976,272.94333
29/09/2022,282.7600098,268.2099915,279.17636
30/09/2022,266.1499939,265.25,282.09457
01/10/2022,262.2666626,257.6333313,269.9603
02/10/2022,258.3833313,250.0166626,266.22223
03/10/2022,254.5,242.3999939,261.39355
04/10/2022,250.5200043,249.4400024,254.19423
05/10/2022,245.0099945,240.8099976,249.49574
06/10/2022,239.4400024,238.1300049,251.83655
07/10/2022,233.9400024,223.0700073,245.82721
08/10/2022,230.6033325,223.0333405,242.88196
09/10/2022,227.2666626,222.9966736,235.78796
10/10/2022,223.9299927,222.9600067,231.92087
11/10/2022,220.9499969,216.5,229.08331
12/10/2022,215.3300018,217.2400055,226.66988
13/10/2022,208.3000031,221.7200012,222.8543
14/10/2022,224.0099945,204.9900055,220.33449
15/10/2022,219.3533274,209.7766724,220.1118
16/10/2022,214.6966604,214.5633392,214.95995
17/10/2022,210.0399933,219.3500061,214.60638
18/10/2022,229.5,220.1900024,216.9681
19/10/2022,219.8000031,222.0399933,218.67207
20/10/2022,208.2799988,207.2799988,220.70888
21/10/2022,206.4199982,214.4400024,220.75183
22/10/2022,206.2200012,213.3766683,211.81271
23/10/2022,206.0200043,212.3133341,213.40378
24/10/2022,205.8200073,211.25,212.36247
25/10/2022,210.1000061,222.4199982,210.86002
26/10/2022,219.3999939,224.6399994,209.39325
27/10/2022,229.7700043,225.0899963,214.68974
28/10/2022,225.3999939,228.5200043,219.43457
29/10/2022,225.6633301,228.1933339,220.84291
30/10/2022,225.9266663,227.8666636,222.7035
31/10/2022,226.1900024,227.5399933,222.55602
01/11/2022,234.0500031,227.8200073,222.2767
02/11/2022,226.0399933,214.9799957,222.25406
03/11/2022,211.3600006,215.3099976,222.5422
04/11/2022,222.6000061,207.4700012,217.72272
05/11/2022,217.950002,204.0066681,215.59143
06/11/2022,213.299998,200.543335,212.0315
07/11/2022,208.6499939,197.0800018,208.7502
08/11/2022,194.0200043,191.3000031,205.13435
09/11/2022,190.7799988,177.5899963,203.33969
10/11/2022,189.8999939,190.7200012,199.26588
11/11/2022,186,195.9700012,193.87923
12/11/2022,188.2566681,194.2966665,195.90813
13/11/2022,190.5133362,192.6233317,196.99957
14/11/2022,192.7700043,190.9499969,195.90361
15/11/2022,195.8800049,194.4199982,194.37418
16/11/2022,191.5099945,186.9199982,193.0582
17/11/2022,183.9600067,183.1699982,194.26936
18/11/2022,185.0500031,180.1900024,191.95703
19/11/2022,181.9833374,176.0833333,187.8015
20/11/2022,178.9166718,171.9766642,184.61412
21/11/2022,175.8500061,167.8699951,180.76329
22/11/2022,168.6300049,169.9100037,178.20018
23/11/2022,173.5700073,183.1999969,175.90619
24/11/2022,179.3150024,183.0299988,174.88873
25/11/2022,185.0599976,182.8600006,179.84659
26/11/2022,183.3600006,182.8799998,181.71947
27/11/2022,181.6600037,182.899999,182.41008
28/11/2022,179.9600067,182.9199982,182.0371
29/11/2022,184.9900055,180.8300018,181.47266
30/11/2022,182.4299927,194.6999969,181.08072
01/12/2022,197.0800018,194.6999969,181.09052
02/12/2022,191.7799988,194.8600006,186.01555
03/12/2022,191,190.7233327,188.95699
04/12/2022,190.2200012,186.5866648,190.13629
05/12/2022,189.4400024,182.4499969,188.38219
06/12/2022,181.2200012,179.8200073,186.47649
07/12/2022,175.0299988,174.0399933,184.48523
08/12/2022,172.1999969,173.4400024,181.57611
09/12/2022,173.8399963,179.0500031,177.90402
10/12/2022,174.5933329,175.3066711,176.02296
11/12/2022,175.3466695,171.5633392,177.96596
12/12/2022,176.1000061,167.8200073,177.29692
13/12/2022,174.8699951,160.9499969,175.05777
14/12/2022,159.25,156.8000031,173.16449
15/12/2022,153.4400024,157.6699982,168.74474
16/12/2022,159.6399994,150.2299957,165.29715
17/12/2022,157.7599996,150.1099955,163.68793
18/12/2022,155.8799998,149.9899953,160.89836
19/12/2022,154,149.8699951,158.98317
20/12/2022,146.0500031,137.8000031,157.50081
21/12/2022,139.3399963,137.5700073,156.21
22/12/2022,136,125.3499985,151.9358
23/12/2022,126.3700027,123.1500015,148.48605
24/12/2022,124.1525021,119.6375008,142.70656
25/12/2022,121.9350014,116.125,138.41861
26/12/2022,119.7175007,112.6124992,134.5011
27/12/2022,117.5,109.0999985,130.98738
28/12/2022,110.3499985,112.7099991,127.83262
29/12/2022,120.3899994,121.8199997,124.93593
30/12/2022,119.9499969,123.1800003,123.131454
31/12/2022,119.579998,119.4099998,124.95197
01/01/2023,119.2099991,115.6399994,127.98234
02/01/2023,118.8400002,111.8699989,127.28131
03/01/2023,118.4700012,108.0999985,125.405914
04/01/2023,109.1100006,113.6399994,123.25051
05/01/2023,110.5100021,110.3399963,121.1277
06/01/2023,103,113.0599976,121.48275
07/01/2023,108.3199997,115.2966639,119.96071
08/01/2023,113.6399994,117.5333303,118.81098
09/01/2023,118.9599991,119.7699966,118.587296
10/01/2023,121.0699997,118.8499985,119.22723
11/01/2023,122.0899963,123.2200012,120.607
12/01/2023,122.5599976,123.5599976,121.15583
13/01/2023,116.5500031,122.4000015,122.697525
14/01/2023,118.8375015,124.6725025,123.33144
15/01/2023,121.125,126.9450035,122.8202
16/01/2023,123.4124985,129.2175045,123.19263
17/01/2023,125.6999969,131.4900055,124.19715
18/01/2023,136.5599976,128.7799988,125.60673
19/01/2023,127.2600021,127.1699982,127.29887
20/01/2023,128.6799927,133.4199982,128.42377
21/01/2023,131.0766602,136.8633321,128.63681
22/01/2023,133.4733276,140.3066661,130.51297
23/01/2023,135.8699951,143.75,132.49272
24/01/2023,143,143.8899994,134.51813
25/01/2023,141.9100037,144.4299927,136.82353
26/01/2023,159.9700012,160.2700043,139.37329
27/01/2023,162.4299927,177.8999939,141.04999
28/01/2023,167.6366628,174.1533305,147.80112
29/01/2023,172.8433329,170.4066671,156.32129
30/01/2023,178.0500031,166.6600037,162.00436
31/01/2023,164.5700073,173.2200012,165.50511
01/02/2023,173.8899994,181.4100037,165.2645
02/02/2023,187.3300018,188.2700043,169.33205
03/02/2023,183.9499969,189.9799957,173.41484
04/02/2023,186.9699961,191.5733287,178.55354
05/02/2023,189.9899953,193.1666616,182.36798
06/02/2023,193.0099945,194.7599945,185.72424
07/02/2023,196.4299927,196.8099976,188.53859
08/02/2023,196.1000061,201.2899933,190.8053
09/02/2023,207.7799988,207.3200073,192.35638
10/02/2023,202.2299957,196.8899994,194.50385
11/02/2023,199.6266632,196.1399994,198.21954
12/02/2023,197.0233307,195.3899994,194.26549
13/02/2023,194.4199982,194.6399994,191.93352
14/02/2023,191.9400024,209.25,191.80779
15/02/2023,211.7599945,214.2400055,191.5988
16/02/2023,210.7799988,202.0399933,198.66917
17/02/2023,199.9900055,208.3099976,205.15407
18/02/2023,201.2400055,205.5749969,198.3534
19/02/2023,202.4900055,202.8399963,199.25012
20/02/2023,203.7400055,200.1049957,199.26833
21/02/2023,204.9900055,197.3699951,199.19516
22/02/2023,197.9299927,200.8600006,199.02933
23/02/2023,203.9100037,202.0700073,198.79861
24/02/2023,196.3300018,196.8800049,199.0113
25/02/2023,198.2300008,200.4633382,200.90689
26/02/2023,200.1299998,204.0466715,198.02625
27/02/2023,202.0299988,207.6300049,198.32944
28/02/2023,210.5899963,205.7100067,199.91158
01/03/2023,206.2100067,202.7700043,201.90033
02/03/2023,186.7400055,190.8999939,202.45311
03/03/2023,194.8000031,197.7899933,200.87279
04/03/2023,196.0466665,196.463328,192.50609
05/03/2023,197.2933299,195.1366628,195.18585
06/03/2023,198.5399933,193.8099976,195.5736
07/03/2023,191.3800049,187.7100067,195.28606
08/03/2023,185.0399933,182,194.81699
09/03/2023,180.25,172.9199982,189.79724
10/03/2023,175.1300049,173.4400024,185.89645
11/03/2023,172.5733388,173.7866669,181.1139
12/03/2023,170.0166728,174.1333313,177.91583
13/03/2023,167.4600067,174.4799957,176.1014
14/03/2023,177.3099976,183.2599945,174.99408
15/03/2023,180.8000031,180.4499969,175.07855
16/03/2023,180.3699951,184.1300049,179.7432
17/03/2023,184.5200043,180.1300049,180.91812
18/03/2023,182.3733368,181.1700033,182.86267
19/03/2023,180.2266693,182.2100016,181.77205
20/03/2023,178.0800018,183.25,181.36465
21/03/2023,188.2799988,197.5800018,181.26479
22/03/2023,199.3000031,191.1499939,181.54993
23/03/2023,195.2599945,192.2200012,188.1139
24/03/2023,191.6499939,190.4100037,188.32518
25/03/2023,192.5733287,190.8766683,189.3572
26/03/2023,193.4966634,191.3433329,189.1049
27/03/2023,194.4199982,191.8099976,189.32762
28/03/2023,192,189.1900024,189.83295
29/03/2023,193.1300049,193.8800049,190.13733
30/03/2023,195.5800018,195.2799988,189.21643
31/03/2023,197.5299988,207.4600067,190.97668
01/04/2023,198.3233337,203.2300059,192.91905
02/04/2023,199.1166687,199.0000051,198.16661
03/04/2023,199.9100037,194.7700043,198.55637
04/04/2023,197.3200073,192.5800018,196.39128
05/04/2023,190.5200043,185.5200043,193.95242
06/04/2023,183.0800018,185.0599976,193.50385
07/04/2023,182.295002,184.9224968,188.94008
08/04/2023,181.5100021,184.784996,187.28442
09/04/2023,180.7250023,184.6474953,186.69699
10/04/2023,179.9400024,184.5099945,185.6505
11/04/2023,186.6900024,186.7899933,184.58516
12/04/2023,190.7400055,180.5399933,183.60487
13/04/2023,182.9600067,185.8999939,185.45247
14/04/2023,183.9499969,185,182.51038
15/04/2023,184.7400004,185.6799978,184.57397
16/04/2023,185.5300039,186.3599955,185.01764
17/04/2023,186.3200073,187.0399933,185.1278
18/04/2023,187.1499939,184.3099976,185.14163
19/04/2023,179.1000061,180.5899963,185.51607
20/04/2023,166.1699982,162.9900055,185.1552
21/04/2023,164.8000031,165.0800018,181.3134
22/04/2023,164.75,164.2366689,170.38979
23/04/2023,164.6999969,163.393336,168.22331
24/04/2023,164.6499939,162.5500031,167.01239
25/04/2023,159.8200073,160.6699982,166.17
26/04/2023,160.2899933,153.75,165.3407
27/04/2023,152.6399994,160.1900024,164.23282
28/04/2023,160.8999939,164.3099976,161.30846
29/04/2023,161.656662,163.4833323,162.82635
30/04/2023,162.4133301,162.6566671,164.41219
01/05/2023,163.1699982,161.8300018,164.21709
02/05/2023,161.8800049,160.3099976,163.37051
03/05/2023,160.0099945,160.6100006,162.53864
04/05/2023,162.7100067,161.1999969,161.59285
05/05/2023,163.9700012,170.0599976,162.06122
06/05/2023,167.2200012,170.6366628,162.70236
07/05/2023,170.4700012,171.213328,165.98555
08/05/2023,173.7200012,171.7899933,167.03615
09/05/2023,168.9499969,169.1499939,167.50136
10/05/2023,172.5500031,168.5399933,168.11172
11/05/2023,168.6999969,172.0800018,166.79787
12/05/2023,176.0700073,167.9799957,166.57307
13/05/2023,173.2666728,167.4366659,168.32184
14/05/2023,170.4633382,166.893336,167.16632
15/05/2023,167.6600037,166.3500061,167.37764
16/05/2023,165.6499939,166.5200043,167.78506
17/05/2023,168.4100037,173.8600006,167.89674
18/05/2023,174.2200012,176.8899994,167.89546
19/05/2023,177.1699982,180.1399994,171.44453
20/05/2023,178.3466644,183.049998,174.18396
21/05/2023,179.5233307,185.9599965,175.81851
22/05/2023,180.6999969,188.8699951,177.60236
23/05/2023,186.1999969,185.7700043,179.47592
24/05/2023,182.2299957,182.8999939,182.52313
25/05/2023,186.5399933,184.4700012,180.75662
26/05/2023,184.6199951,193.1699982,179.38593
27/05/2023,188.4899979,195.1674995,180.91127
28/05/2023,192.3600006,197.1650009,186.4672
29/05/2023,196.2300034,199.1625023,189.83696
30/05/2023,200.1000061,201.1600037,192.56575
31/05/2023,199.7799988,203.9299927,195.12439
01/06/2023,202.5899963,207.5200043,197.59724
02/06/2023,210.1499939,213.9700012,199.3265
03/06/2023,212.6999969,215.1833344,201.43274
04/06/2023,215.25,216.3966675,205.66609
05/06/2023,217.8000031,217.6100006,209.25252
06/06/2023,216.1399994,221.3099976,212.17613
07/06/2023,228,224.5700073,214.63522
08/06/2023,224.2200012,234.8600006,216.73221
09/06/2023,249.0700073,244.3999939,219.25287
10/06/2023,248.693339,246.2099965,224.25545
11/06/2023,248.3166707,248.0199992,231.6168
12/06/2023,247.9400024,249.8300018,237.7512
13/06/2023,253.5099945,258.7099915,242.1972
14/06/2023,260.1700134,256.7900085,245.18616
15/06/2023,248.3999939,255.8999939,249.3754
16/06/2023,258.9200134,260.5400085,250.69287
17/06/2023,259.5650101,264.0175095,250.82504
18/06/2023,260.2100067,267.4950104,254.44304
19/06/2023,260.8550034,270.9725113,257.3852
20/06/2023,261.5,274.4500122,260.13824
21/06/2023,275.1300049,259.4599915,262.71777
22/06/2023,250.7700043,264.6099854,265.15558
23/06/2023,259.2900085,256.6000061,253.16402
