Close,Open
387.64666748046875,383.2633361816406
341.1666564941406,391.20001220703125
355.98333740234375,336.8033447265625
354.5033264160156,367.5899963378906
344.47332763671875,349.1666564941406
342.2477722167969,345.84776814778644
340.022216796875,342.5288798014323
337.7966613769531,339.2099914550781
351.57666015625,334.4366760253906
363.0033264160156,354.5033264160156
365.4599914550781,368.8500061035156
379.0199890136719,366.2900085449219
381.2210998535156,373.3411153157552
383.4222106933594,380.39222208658856
385.6233215332031,387.4433288574219
369.6766662597656,389.1700134277344
372.0,360.1300048828125
366.32000732421875,363.30999755859375
360.6400146484375,366.489990234375
366.75890096028644,366.6588846842448
372.87778727213544,366.82777913411456
378.9966735839844,366.9966735839844
381.586669921875,381.4566650390625
365.0,386.8999938964844
361.5333251953125,366.35333251953125
338.3233337402344,361.5966796875
337.66111246744794,352.3433430989583
336.99889119466144,343.0900065104167
336.336669921875,333.836669921875
350.5833435058594,348.0666809082031
356.32000732421875,350.9033203125
334.6000061035156,353.5466613769531
339.010009765625,336.25
333.38555908203125,335.3988850911458
327.7611083984375,334.5477701822917
322.13665771484375,333.6966552734375
319.5033264160156,315.0
325.3299865722656,317.7366638183594
308.97332763671875,331.5
310.8566589355469,304.92333984375
307.2311096191406,304.4711201985677
303.6055603027344,304.01890055338544
299.9800109863281,303.5666809082031
312.84332275390625,305.6233215332031
336.2900085449219,321.88665771484375
355.6666564941406,335.6000061035156
357.91165924072266,341.1725082397461
360.1566619873047,346.74501037597656
362.4016647338867,352.31751251220703
364.64666748046875,357.8900146484375
362.8233337402344,369.8299865722656
362.0633239746094,366.21331787109375
356.7799987792969,353.77667236328125
352.260009765625,357.8133239746094
368.1488952636719,366.0699971516927
384.03778076171875,374.32667032877606
399.9266662597656,382.5833435058594
383.1966552734375,396.51666259765625
362.7066650390625,382.2166748046875
354.8999938964844,359.0
342.32000732421875,360.1233215332031
345.7822265625,351.1933288574219
349.24444580078125,342.2633361816406
352.7066650390625,333.3333435058594
354.79998779296875,351.22332763671875
368.739990234375,359.6166687011719
343.85333251953125,369.69000244140625
349.8699951171875,339.9599914550781
348.27832794189453,340.5208282470703
346.68666076660156,341.0816650390625
345.0949935913086,341.6425018310547
343.5033264160156,342.2033386230469
331.8833312988281,347.2366638183594
332.0899963378906,336.57666015625
314.6333312988281,332.11334228515625
313.08888753255206,321.9377848307292
311.54444376627606,311.76222737630206
310.0,301.586669921875
306.1333312988281,304.73333740234375
312.4700012207031,317.4766540527344
276.3666687011719,311.1199951171875
282.1166687011719,277.1866760253906
292.15777587890625,281.75889078776044
302.1988830566406,286.3311055501302
312.239990234375,290.9033203125
310.4166564941406,311.7366638183594
301.88665771484375,309.3933410644531
297.0466613769531,294.0
307.7733459472656,299.0733337402344
305.99778238932294,302.0255533854167
304.2222188313802,304.97777303059894
302.4466552734375,307.92999267578125
307.3333435058594,301.84332275390625
310.6666564941406,311.6666564941406
301.51666259765625,302.7900085449219
286.6666564941406,303.2099914550781
288.4177754720052,297.8699951171875
290.1688944498698,292.5299987792969
291.9200134277344,287.19000244140625
307.4766540527344,300.0
307.7966613769531,304.6833190917969
292.1166687011719,304.4200134277344
285.6600036621094,295.3333435058594
282.7058334350586,291.0108413696289
279.7516632080078,286.68833923339844
276.79749298095703,282.36583709716797
273.84332275390625,278.0433349609375
254.67999267578125,276.80999755859375
266.92333984375,233.4633331298828
269.9566650390625,269.74334716796875
276.68555704752606,270.3855692545573
283.41444905598956,271.0277913411458
290.1433410644531,271.6700134277344
288.1233215332031,289.8933410644531
293.2966613769531,290.7099914550781
279.7633361816406,292.92333984375
279.42999267578125,283.0333251953125
275.68443806966144,283.8333231608073
271.9388834635417,284.63332112630206
268.1933288574219,285.4333190917969
274.79998779296875,265.1766662597656
286.3233337402344,279.82666015625
279.4333190917969,283.8166809082031
265.1166687011719,280.0666809082031
261.89666748046875,273.44556681315106
258.6766662597656,266.82445271809894
255.4566650390625,260.2033386230469
267.2966613769531,258.42333984375
280.07666015625,269.6666564941406
290.5333251953125,276.9966735839844
301.7966613769531,291.4966735839844
303.54888916015625,295.9955647786458
305.3011169433594,300.4944559733073
307.0533447265625,304.99334716796875
331.32666015625,310.0
333.03668212890625,326.64666748046875
337.97332763671875,336.57666015625
336.8800048828125,336.0
345.9022216796875,342.3444417317708
354.9244384765625,348.6888834635417
363.9466552734375,355.0333251953125
366.5233459472656,369.3299865722656
364.663330078125,363.72332763671875
359.20001220703125,364.8566589355469
361.5299987792969,360.3833312988281
368.29222615559894,361.2977803548177
375.05445353190106,362.2122294108073
381.8166809082031,363.1266784667969
363.7533264160156,378.76666259765625
348.586669921875,357.8233337402344
352.4200134277344,350.7966613769531
341.8299865722656,347.7366638183594
336.3233235677083,340.7577718098958
330.81666056315106,333.7788798014323
